nombre_grada,nombre_recinto,num_localidades,precio_grada
Grada Oeste Sector,Horner Rennbahn tbkwpzcnnh,10,38
Grada Azul Tribuna,Horner Rennbahn tbkwpzcnnh,6,40
Grada Negra Grada,Hrazdan Stadium etgxsfqwsp,37,75
Grada Verde Sector,Hrazdan Stadium owlhqsnxef,36,91
Grada Negra Grada,Hrazdan Stadium uxrflgyejh,16,83
Grada Sur Sector,Hrazdan Stadium uzprggvnqm,29,66
Grada Roja Tribuna,Hrazdan Stadium wnfqrpwlao,47,21
Grada Negra Tribuna,Huskie Stadium ciyrnsivif,31,35
Grada Verde Zona,Huskie Stadium ciyrnsivif,31,48
Grada Verde Grada,Huskie Stadium dtmwlxblal,18,85
Grada Este Sector,Huskie Stadium dtmwlxblal,46,39
Grada Norte Zona,Huskie Stadium dtmwlxblal,35,93
Grada Negra Tribuna,Huskie Stadium ekkhtdtnjw,19,40
Grada Blanca Grada,Huskie Stadium mnedtigpcp,45,11
Grada Amarilla Sector,Huskie Stadium mnedtigpcp,8,56
Grada Negra Zona,Huskie Stadium mnedtigpcp,39,80
Grada Sur Sector,Huskie Stadium tmxyyuruwc,14,26
Grada Negra Tribuna,Huskie Stadium tmxyyuruwc,2,31
Grada Oeste Tribuna,Huskie Stadium tmxyyuruwc,20,18
Grada Roja Tribuna,Husky Stadium orbjxpvwjc,28,13
Grada Blanca Sector,Husky Stadium orbjxpvwjc,48,80
Grada Negra Sector,Husky Stadium qykqljprgy,8,82
Grada Sur Tribuna,Husky Stadium zftygyaijx,22,32
Grada Este Grada,Hypo-Arena leckbapoew,45,40
Grada Oeste Sector,Hypo-Arena sfbycudvwa,17,23
Grada Sur Grada,Hypo-Arena sfbycudvwa,50,15
Grada Roja Zona,Hypo-Arena sqvmmxwisp,26,84
Grada Negra Grada,Hypo-Arena wzvryvtcxw,37,83
Grada Azul Grada,Ibrox Stadium faqvprmvgv,19,62
Grada Sur Sector,Ibrox Stadium faqvprmvgv,36,67
Grada Negra Sector,Ibrox Stadium jpjebztfsh,45,41
Grada Sur Sector,Ibrox Stadium odamubqzuj,7,38
Grada Roja Sector,Ibrox Stadium odamubqzuj,4,91
Grada Verde Zona,Imtech Arena biimoqkdfg,18,39
Grada Roja Zona,Imtech Arena cjbblswoke,33,34
Grada Azul Sector,Imtech Arena cjbblswoke,27,13
Grada Oeste Zona,Imtech Arena cjbblswoke,4,20
Grada Sur Sector,Imtech Arena eswemrhcng,3,53
Grada Este Grada,Imtech Arena eswemrhcng,10,84
Grada Amarilla Grada,Imtech Arena eswemrhcng,14,43
Grada Norte Sector,Imtech Arena onwutgmign,10,91
Grada Verde Tribuna,Imtech Arena onwutgmign,13,100
Grada Roja Sector,Imtech Arena onwutgmign,7,17
Grada Roja Sector,Imtech Arena visgpkuoqb,12,79
Grada Amarilla Zona,Imtech Arena visgpkuoqb,38,18
Grada Norte Tribuna,Imtech Arena visgpkuoqb,27,68
Grada Verde Zona,Imtech Arena xmzsydueyq,45,45
Grada Verde Sector,Imtech Arena xmzsydueyq,5,19
Grada Oeste Tribuna,Inca Garcilaso de la Vega bowzaxfawe,41,15
Grada Oeste Grada,Inca Garcilaso de la Vega bowzaxfawe,15,20
Grada Oeste Sector,Inca Garcilaso de la Vega bowzaxfawe,42,35
Grada Este Sector,Inca Garcilaso de la Vega crldreqibq,13,28
Grada Norte Grada,Inca Garcilaso de la Vega crldreqibq,23,50
Grada Verde Grada,Inca Garcilaso de la Vega crldreqibq,31,29
Grada Negra Tribuna,Inca Garcilaso de la Vega nycfmftxrl,20,42
Grada Azul Zona,Inca Garcilaso de la Vega xuiootoggw,47,13
Grada Blanca Tribuna,Inca Garcilaso de la Vega xuiootoggw,19,96
Grada Azul Sector,Independence Park rgjvbufnzv,8,73
Grada Blanca Grada,Independence Park rgjvbufnzv,32,10
Grada Negra Sector,Independence Park zoccvdmvye,22,100
Grada Blanca Zona,Infineon Raceway jthbhcifzk,33,92
Grada Blanca Tribuna,Infineon Raceway jthbhcifzk,47,31
Grada Sur Sector,Infineon Raceway qjcbkynytu,49,100
Grada Negra Sector,Infineon Raceway qjcbkynytu,39,53
Grada Oeste Grada,Infineon Raceway qjcbkynytu,47,66
Grada Negra Zona,Infineon Raceway yvtehwcsjv,1,54
Grada Norte Tribuna,Infineon Raceway yvtehwcsjv,50,92
Grada Norte Sector,Infineon Raceway yvtehwcsjv,39,16
Grada Verde Grada,International Speedway aymuwinjty,17,17
Grada Azul Sector,International Speedway aymuwinjty,18,84
Grada Oeste Tribuna,International Speedway ykghmuwdxx,4,92
Grada Roja Sector,Istanbul Park pgzuyuzptm,19,88
Grada Verde Tribuna,Istanbul Park pgzuyuzptm,19,25
Grada Azul Sector,Istanbul Park pgzuyuzptm,46,18
Grada Azul Grada,Istanbul Park wihieqtfel,2,15
Grada Negra Sector,Jack Trice Stadium bfiukdduox,46,84
Grada Sur Sector,Jack Trice Stadium iytsycgcdj,38,44
Grada Azul Grada,Jack Trice Stadium iytsycgcdj,38,12
Grada Blanca Grada,Jack Trice Stadium vtpvmbshrs,21,51
Grada Negra Grada,Jack Trice Stadium vtpvmbshrs,22,87
Grada Oeste Grada,Jalak Harupat Soreang ykzjkldqvs,41,83
Grada Blanca Tribuna,Jamsil Stadium hpznxrsvxq,48,51
Grada Amarilla Grada,Jamsil Stadium qalkjuseqt,37,69
Grada Sur Zona,Jawaharlal Nehru Stadium xhvlyorjgh,15,60
Grada Roja Tribuna,Jawaharlal Nehru Stadium xhvlyorjgh,16,92
Grada Verde Grada,Jeque Zayed Stadium vmocjregvv,34,18
Grada Verde Sector,Jeque Zayed Stadium vmocjregvv,42,78
Grada Oeste Tribuna,Jeque Zayed Stadium xbauggswch,20,65
Grada Azul Sector,Jeque Zayed Stadium xbauggswch,10,56
Grada Negra Zona,Jeque Zayed Stadium xbauggswch,7,12
Grada Sur Sector,Jiangwan Sports Centre dkbnyqbghe,15,57
Grada Azul Sector,Jiangwan Sports Centre dkbnyqbghe,42,40
Grada Roja Sector,Jiangwan Sports Centre dkbnyqbghe,16,28
Grada Azul Sector,Jiangwan Sports Centre vhwazlmlxo,27,32
Grada Roja Grada,Jiangwan Sports Centre vhwazlmlxo,13,54
Grada Este Sector,Jingu Stadium ilttlqwbxe,47,61
Grada Oeste Tribuna,Jingu Stadium ilttlqwbxe,17,63
Grada Blanca Tribuna,Jingu Stadium ilttlqwbxe,40,63
Grada Este Zona,Jingu Stadium yovuxrmsfl,17,36
Grada Este Grada,Jingu Stadium yovuxrmsfl,35,57
Grada Este Sector,Jinnah Sport Stadium bwyxjoibfg,46,39
Grada Norte Sector,Jinnah Sport Stadium bwyxjoibfg,47,52
Grada Azul Sector,Jinnah Sport Stadium bwyxjoibfg,17,39
Grada Norte Zona,Jinnah Sport Stadium rjmaehjytk,7,51
Grada Negra Zona,Jinnah Sport Stadium rjmaehjytk,23,44
Grada Este Grada,Jinnah Sport Stadium rjmaehjytk,4,55
Grada Amarilla Sector,Jinnah Sport Stadium rktpeewshw,5,73
Grada Azul Grada,Jinnah Sport Stadium rktpeewshw,15,30
Grada Oeste Grada,Jockey Club Monterrico wurfesangs,19,98
Grada Este Tribuna,Jockey Club Monterrico wurfesangs,28,19
Grada Norte Grada,Joe Aillet Stadium agsfgrxlik,10,25
Grada Azul Sector,Joe Aillet Stadium bmodubrzrl,16,14
Grada Sur Tribuna,Joe Aillet Stadium bmodubrzrl,7,12
Grada Blanca Sector,Joe Aillet Stadium bmodubrzrl,16,94
Grada Azul Grada,Joe Aillet Stadium fdgyxhwrlc,2,52
Grada Roja Sector,Joe Aillet Stadium fdgyxhwrlc,38,67
Grada Amarilla Zona,Joe Aillet Stadium fdgyxhwrlc,24,78
Grada Azul Tribuna,Joe Aillet Stadium kgahzhwvcu,16,42
Grada Azul Grada,Joe Aillet Stadium kgahzhwvcu,5,32
Grada Sur Grada,Joe Aillet Stadium kgahzhwvcu,38,65
Grada Sur Zona,Joe Aillet Stadium oijpstwndm,37,99
Grada Norte Sector,Joe Aillet Stadium oijpstwndm,20,26
Grada Norte Tribuna,Joe Aillet Stadium qftqqtfgul,5,85
Grada Sur Zona,Jordan Hare Stadium jjsvuftfpf,6,72
Grada Roja Grada,Jordan Hare Stadium jjsvuftfpf,38,29
Grada Azul Zona,Jordan Hare Stadium llwoifjjcr,38,92
Grada Este Sector,Jordan Hare Stadium teulwzbpwg,2,31
Grada Sur Sector,Jordan Hare Stadium teulwzbpwg,20,41
Grada Roja Sector,José do Rego Maciel eggecbyqzl,19,20
Grada Norte Grada,José do Rego Maciel eggecbyqzl,47,35
Grada Oeste Sector,José do Rego Maciel eggecbyqzl,48,53
Grada Este Tribuna,José do Rego Maciel hpwmovdtyb,37,47
Grada Amarilla Tribuna,José do Rego Maciel hpwmovdtyb,9,87
Grada Amarilla Tribuna,José do Rego Maciel ixdunzkyws,23,60
Grada Azul Sector,José do Rego Maciel nyrudhhacg,50,58
Grada Blanca Zona,José do Rego Maciel qylcxxjltz,43,34
Grada Verde Grada,José do Rego Maciel uoflrzjifu,34,89
Grada Amarilla Sector,José do Rego Maciel uvphfxmwal,30,79
Grada Blanca Sector,José Luis Meiszner fmgjtojqaq,34,50
Grada Amarilla Tribuna,José Maria Minella lakrrxfekl,19,19
Grada Norte Sector,José Maria Minella lakrrxfekl,34,47
Grada Este Tribuna,José Maria Minella lakrrxfekl,27,11
Grada Blanca Sector,José Maria Minella lselnitsxw,10,70
Grada Sur Tribuna,José Maria Minella qjnaqoovww,48,16
Grada Este Sector,José Pinheiro Borda bldmmllipj,6,18
Grada Blanca Tribuna,José Pinheiro Borda mqhrjqmyeh,3,23
Grada Azul Tribuna,José Pinheiro Borda mqhrjqmyeh,39,90
Grada Este Sector,José Pinheiro Borda mqhrjqmyeh,15,72
Grada Sur Zona,José Pinheiro Borda sjvoxueijq,25,24
Grada Roja Tribuna,José Pinheiro Borda zibpdljyoj,45,96
Grada Roja Zona,José Pinheiro Borda zibpdljyoj,14,12
Grada Negra Grada,José Pinheiro Borda zibpdljyoj,28,71
Grada Sur Tribuna,Juventus Arena ompxgbufiv,28,100
Grada Azul Tribuna,Juventus Arena rxvvipcieu,6,58
Grada Negra Sector,Juventus Arena rxvvipcieu,26,77
Grada Oeste Tribuna,Juventus Arena rxvvipcieu,37,34
Grada Blanca Sector,Juventus Arena xsjodxmoyl,27,90
Grada Sur Sector,Juventus Arena xsjodxmoyl,22,18
Grada Oeste Tribuna,Kadir Has Stadi jumvpyngko,44,47
Grada Amarilla Zona,Kadir Has Stadi jumvpyngko,11,79
Grada Sur Sector,Kadir Has Stadi jumvpyngko,23,59
Grada Oeste Sector,Kadir Has Stadi oxmwavjnzt,49,58
Grada Sur Sector,Kadir Has Stadi oxmwavjnzt,30,68
Grada Negra Grada,Kadir Has Stadi pbgkmesfto,23,99
Grada Oeste Tribuna,Kadir Has Stadi pbgkmesfto,28,100
Grada Roja Zona,Kadir Has Stadi pbgkmesfto,47,35
Grada Blanca Tribuna,Kamuzu Stadium crtoapgiiq,23,11
Grada Oeste Sector,Kamuzu Stadium crtoapgiiq,23,92
Grada Verde Zona,Kamuzu Stadium donlaxryom,44,57
Grada Negra Sector,Kamuzu Stadium donlaxryom,6,58
Grada Amarilla Sector,Kamuzu Stadium donlaxryom,23,93
Grada Sur Sector,Kamuzu Stadium qmmqgrvxih,16,22
Grada Roja Tribuna,Kansas Speedway kxzlwrvujn,31,57
Grada Norte Zona,Kansas Speedway kxzlwrvujn,30,38
Grada Norte Sector,Kansas Speedway kxzlwrvujn,10,97
Grada Verde Zona,Kansas Speedway oaaxhamieb,23,73
Grada Negra Tribuna,Kansas Speedway oaaxhamieb,20,17
Grada Negra Zona,Kansas Speedway oaaxhamieb,35,31
Grada Roja Zona,Kaohsiung Stadium afprqvlhud,35,90
Grada Norte Grada,Kaohsiung Stadium afprqvlhud,43,12
Grada Blanca Zona,Kaohsiung Stadium afprqvlhud,2,92
Grada Verde Tribuna,Kaohsiung Stadium iujhwwnqrk,14,41
Grada Amarilla Sector,Karachi National Stadium vkpgbzwgtg,37,40
Grada Negra Tribuna,Karachi National Stadium vkpgbzwgtg,21,50
Grada Oeste Grada,Kauffman Stadium auzjgkoxnl,22,85
Grada Este Grada,Kauffman Stadium hqybjmiyli,36,16
Grada Amarilla Tribuna,Kauffman Stadium jhnoeismry,9,21
Grada Este Zona,Kauffman Stadium jhnoeismry,45,98
Grada Oeste Sector,Kauffman Stadium jvdcuiyjxh,2,19
Grada Amarilla Grada,Kauffman Stadium jvdcuiyjxh,20,72
Grada Blanca Zona,Kauffman Stadium mwjxlmnhfq,42,67
Grada Sur Sector,Kauffman Stadium mwjxlmnhfq,9,47
Grada Oeste Sector,Kauffman Stadium mwjxlmnhfq,5,97
Grada Sur Sector,Kauffman Stadium nquzdqhvxw,26,39
Grada Sur Grada,Kenan Stadium zqnizptvva,30,91
Grada Este Grada,Kenan Stadium zqnizptvva,15,51
Grada Blanca Sector,Kenan Stadium zqnizptvva,13,21
Grada Norte Tribuna,Kensington Oval hxztdiaakk,28,69
Grada Blanca Sector,Kensington Oval ikkrgogkkx,44,93
Grada Norte Sector,Kensington Oval ikkrgogkkx,23,99
Grada Negra Zona,Kensington Oval updwvzjsty,20,80
Grada Oeste Sector,Kensington Oval updwvzjsty,8,30
Grada Este Sector,Kensington Oval updwvzjsty,13,81
Grada Roja Zona,Kentucky Speedway kdxfkgcbmd,5,100
Grada Azul Sector,Kentucky Speedway kdxfkgcbmd,38,49
Grada Verde Sector,Kentucky Speedway kdxfkgcbmd,10,37
Grada Oeste Zona,Khimik Stadion cmjbuuvsma,35,37
Grada Amarilla Sector,Khimik Stadion cmjbuuvsma,31,60
Grada Azul Tribuna,Khimik Stadion ixeyggwetr,1,42
Grada Azul Zona,Khimik Stadion ixeyggwetr,9,29
Grada Blanca Sector,Khimik Stadion vnjnbsqnqu,15,76
Grada Verde Sector,Khimik Stadion vnjnbsqnqu,48,50
Grada Negra Tribuna,Khimik Stadion vnjnbsqnqu,41,10
Grada Verde Sector,Khimik Stadion xwczxrgfqm,28,39
Grada Oeste Tribuna,Khimik Stadion xwczxrgfqm,5,90
Grada Sur Grada,Khimik Stadion xwczxrgfqm,38,48
Grada Oeste Tribuna,King Abdul Aziz bhhrlzxuym,8,80
Grada Negra Zona,King Abdul Aziz bhhrlzxuym,44,79
Grada Oeste Sector,King Abdul Aziz bskhmlapyo,21,66
Grada Blanca Tribuna,King Abdul Aziz ilspindjyr,14,68
Grada Negra Tribuna,King Abdul Aziz ilspindjyr,8,31
Grada Verde Tribuna,King Abdul Aziz ilspindjyr,1,38
Grada Amarilla Zona,King Abdul Aziz qjjdgyyvms,18,70
Grada Negra Grada,King Fahd Int'l Stadium lkplfdgetk,32,71
Grada Amarilla Sector,King Fahd Int'l Stadium lkplfdgetk,29,54
Grada Norte Grada,King Fahd Int'l Stadium lqfldinjbl,23,14
Grada Norte Sector,King Fahd Int'l Stadium lqfldinjbl,10,16
Grada Norte Zona,King Fahd Int'l Stadium ssczbobwhu,20,81
Grada Amarilla Sector,King Fahd Int'l Stadium ssczbobwhu,48,91
Grada Este Tribuna,Kinnick Stadium glzbteqetf,20,67
Grada Amarilla Zona,Kinnick Stadium glzbteqetf,40,60
Grada Blanca Grada,Kinnick Stadium psqdzuuiut,22,10
Grada Verde Grada,Kinnick Stadium psqdzuuiut,41,42
Grada Blanca Sector,Kinnick Stadium psqdzuuiut,4,92
Grada Roja Grada,Kinnick Stadium tiiryydhbc,40,76
Grada Este Tribuna,Kinnick Stadium tiiryydhbc,11,39
Grada Blanca Zona,Kinnick Stadium tiiryydhbc,14,13
Grada Sur Sector,Kinnick Stadium ucsdaiudpm,7,78
Grada Amarilla Grada,Kinnick Stadium xblcrwwmbk,1,78
Grada Norte Grada,Kinnick Stadium xblcrwwmbk,23,83
Grada Sur Zona,Koning Boudewijn Stadion hfuvhypbrx,26,16
Grada Este Tribuna,Koning Boudewijn Stadion hfuvhypbrx,17,54
Grada Norte Grada,Koning Boudewijn Stadion jwdhskvogn,44,100
Grada Amarilla Zona,Koning Boudewijn Stadion jwdhskvogn,24,41
Grada Azul Zona,Koning Boudewijn Stadion jwdhskvogn,32,44
Grada Verde Zona,Koning Boudewijn Stadion mmepssbdim,20,100
Grada Blanca Zona,Koning Boudewijn Stadion mmepssbdim,5,50
Grada Verde Sector,Koning Boudewijn Stadion mmepssbdim,3,47
Grada Negra Zona,Koning Boudewijn Stadion mqilvyozee,48,55
Grada Amarilla Tribuna,Koning Boudewijn Stadion mqilvyozee,43,64
Grada Blanca Grada,Koshien Stadium fbfycwcrnf,36,14
Grada Azul Sector,Koshien Stadium fbfycwcrnf,8,65
Grada Este Sector,Koshien Stadium hauraimjow,35,48
Grada Sur Grada,Kuban Stadion isgagcpcll,8,15
Grada Este Tribuna,Kuban Stadion isgagcpcll,34,11
Grada Oeste Sector,Kyoto Racecourse hrocrqmaue,11,69
Grada Verde Zona,Kyoto Racecourse hrocrqmaue,6,61
Grada Sur Sector,Kyoto Racecourse xufkzdfryw,14,72
Grada Verde Zona,Kyoto Racecourse xufkzdfryw,39,90
Grada Azul Grada,L.A. Memorial Coliseum hazfadwzgu,49,31
Grada Negra Sector,L.A. Memorial Coliseum hazfadwzgu,18,14
Grada Este Tribuna,L.A. Memorial Coliseum ioukqnjjnv,2,11
Grada Roja Sector,L.A. Memorial Coliseum ioukqnjjnv,16,33
Grada Oeste Zona,L.A. Memorial Coliseum tbjuogzkdo,4,29
Grada Oeste Tribuna,L'Estadi (Camp Nou) aroxpqexba,33,23
Grada Sur Zona,L'Estadi (Camp Nou) ucvufdrtfc,5,64
Grada Azul Tribuna,L'Estadi (Camp Nou) ucvufdrtfc,47,37
Grada Azul Tribuna,L'Estadi (Camp Nou) vykqwbsfdy,28,25
Grada Azul Zona,L'Estadi (Camp Nou) vykqwbsfdy,10,40
Grada Oeste Tribuna,Ladd Peebles Stadium litylnytlw,19,89
Grada Oeste Grada,Ladd Peebles Stadium litylnytlw,22,52
Grada Roja Tribuna,Ladd Peebles Stadium litylnytlw,16,59
Grada Roja Sector,Lambeau Field enoqbcwmbj,25,39
Grada Negra Grada,Lambeau Field enoqbcwmbj,46,64
Grada Sur Sector,Lambeau Field kokxqcibte,8,63
Grada Azul Sector,Lambeau Field lztbxavlpt,8,51
Grada Oeste Zona,Lambeau Field lztbxavlpt,21,96
Grada Roja Grada,Lambeau Field pksehphkru,39,44
Grada Verde Tribuna,Lambeau Field pksehphkru,15,16
Grada Azul Sector,Lambeau Field qicyqmlvuv,40,44
Grada Azul Zona,Lambeau Field qicyqmlvuv,41,43
Grada Roja Tribuna,Lambeau Field qicyqmlvuv,15,73
Grada Negra Sector,Las Vegas Motor Speedway bjrvojyagu,4,16
Grada Roja Grada,Las Vegas Motor Speedway bjrvojyagu,6,60
Grada Roja Tribuna,Las Vegas Motor Speedway bjrvojyagu,32,52
Grada Negra Zona,Las Vegas Motor Speedway juxlcejrft,33,54
Grada Verde Tribuna,Las Vegas Motor Speedway juxlcejrft,22,15
Grada Negra Sector,Las Vegas Motor Speedway juxlcejrft,47,73
Grada Sur Zona,Las Vegas Motor Speedway nvcrawbwha,11,16
Grada Amarilla Grada,Las Vegas Motor Speedway ozboijtrzf,15,65
Grada Roja Sector,LaVell Edwards Stadium cnbipjjkjl,32,44
Grada Azul Sector,LaVell Edwards Stadium cnbipjjkjl,49,50
Grada Negra Grada,LaVell Edwards Stadium cnbipjjkjl,15,51
Grada Verde Sector,LaVell Edwards Stadium rxqtctkaei,23,11
Grada Este Zona,LaVell Edwards Stadium rxqtctkaei,21,78
Grada Roja Zona,LaVell Edwards Stadium rxqtctkaei,40,67
Grada Sur Sector,LaVell Edwards Stadium wqekwvbaxx,50,67
Grada Azul Tribuna,LaVell Edwards Stadium wqekwvbaxx,27,85
Grada Sur Tribuna,LaVell Edwards Stadium wqekwvbaxx,11,42
Grada Este Sector,LaVell Edwards Stadium znbsvgfoox,14,37
Grada Negra Sector,LaVell Edwards Stadium znbsvgfoox,4,44
Grada Negra Zona,LaVell Edwards Stadium znbsvgfoox,14,16
Grada Amarilla Sector,Legion Field Stadium gkbvahfluw,35,81
Grada Amarilla Sector,Legion Field Stadium vwhmgefqow,13,30
Grada Amarilla Zona,Legion Field Stadium vwhmgefqow,30,15
Grada Verde Sector,Léopold Sédar Senghor dizkmmhfjc,47,96
Grada Sur Sector,Léopold Sédar Senghor dizkmmhfjc,29,83
Grada Sur Sector,Léopold Sédar Senghor mjtmapylta,25,89
Grada Blanca Zona,Léopold Sédar Senghor mjtmapylta,29,11
Grada Roja Grada,Léopold Sédar Senghor qxnokkqxjl,11,98
Grada Oeste Grada,Léopold Sédar Senghor qxnokkqxjl,19,98
Grada Verde Sector,Léopold Sédar Senghor shtzeihkap,8,60
Grada Negra Grada,Léopold Sédar Senghor shtzeihkap,46,63
Grada Amarilla Tribuna,Levy Mwanawasa Stadium bdgclxtxud,44,69
Grada Sur Tribuna,Levy Mwanawasa Stadium bdgclxtxud,36,62
Grada Blanca Grada,Levy Mwanawasa Stadium xjvtxhddnf,27,70
Grada Sur Sector,Levy Mwanawasa Stadium xjvtxhddnf,8,17
Grada Norte Sector,Levy Mwanawasa Stadium zcgkhutrkn,21,43
Grada Este Zona,Libertadores de América pmriakbdfb,46,52
Grada Este Zona,Liberty Bowl pomfoqjjht,18,22
Grada Roja Sector,Liberty Stadium hkyzotqpnv,29,72
Grada Blanca Sector,Liberty Stadium hkyzotqpnv,3,39
Grada Roja Zona,Liberty Stadium hkyzotqpnv,27,23
Grada Azul Grada,Lincoln Financial Field fcghjxkyzk,6,30
Grada Sur Sector,Lincoln Financial Field fcghjxkyzk,32,96
Grada Roja Sector,Lincoln Financial Field kgjvyisdbf,31,44
Grada Negra Tribuna,Lincoln Financial Field kgjvyisdbf,48,23
Grada Azul Sector,Lokomotiv Stadion rzwyyijmbs,18,66
Grada Amarilla Grada,LP Field vuabystbfe,8,88
Grada Azul Sector,LP Field vuabystbfe,47,34
Grada Verde Tribuna,LP Field vuabystbfe,46,92
Grada Negra Tribuna,Lucas Oil Stadium exlssjcypc,42,79
Grada Norte Sector,Lucas Oil Stadium fwfvrdkszw,16,36
Grada Negra Zona,Lucas Oil Stadium fwfvrdkszw,35,52
Grada Roja Grada,Lucas Oil Stadium fwfvrdkszw,45,72
Grada Amarilla Sector,Lucas Oil Stadium lreqqmgfnh,13,82
Grada Este Grada,Lucas Oil Stadium lreqqmgfnh,42,21
Grada Negra Tribuna,Lucas Oil Stadium wkdxxmnogg,3,10
Grada Negra Zona,Lucas Oil Stadium wkdxxmnogg,20,35
Grada Este Grada,Lucas Oil Stadium wkdxxmnogg,44,66
Grada Oeste Zona,Luis Pirata Fuente cndmljtbbb,10,47
Grada Amarilla Sector,Luis Pirata Fuente cndmljtbbb,25,21
Grada Azul Grada,Luis Pirata Fuente ivtreedtlr,44,35
Grada Oeste Sector,Luis Pirata Fuente ivtreedtlr,45,79
Grada Sur Zona,Luzhniki Stadion lrmbomgigr,8,22
Grada Roja Sector,Luzhniki Stadion qhegapfsqu,32,77
Grada Roja Grada,Luzhniki Stadion qpjjrtgvqk,36,14
Grada Negra Sector,Luzhniki Stadion qpjjrtgvqk,16,13
Grada Amarilla Sector,Luzhniki Stadion qpjjrtgvqk,13,48
Grada Azul Grada,Lysgårdsbakkene bgogsszxrw,2,26
Grada Norte Sector,Lysgårdsbakkene bgogsszxrw,18,29
Grada Roja Tribuna,Lysgårdsbakkene lbusjwwknn,25,13
Grada Blanca Zona,M&T Bank Stadium bwzktohmid,25,81
Grada Norte Sector,M&T Bank Stadium bwzktohmid,43,66
Grada Sur Tribuna,M&T Bank Stadium bwzktohmid,43,68
Grada Amarilla Sector,M&T Bank Stadium eozjnbeokq,36,42
Grada Blanca Zona,M&T Bank Stadium eozjnbeokq,17,60
Grada Este Sector,M&T Bank Stadium eozjnbeokq,39,21
Grada Oeste Sector,MA Chidambaram Stadium gyetzrnbyv,41,90
Grada Amarilla Grada,MA Chidambaram Stadium gyetzrnbyv,19,39
Grada Norte Tribuna,MA Chidambaram Stadium noofrosidz,23,13
Grada Blanca Sector,MA Chidambaram Stadium zlqhdrfdoz,46,13
Grada Amarilla Sector,Mackay Stadium gldigmvucz,35,71
Grada Oeste Grada,Mackay Stadium wajosfkycf,25,53
Grada Azul Sector,Madya Stadium aaporguuyf,10,53
Grada Azul Sector,Madya Stadium oowzcolzsz,29,61
Grada Oeste Grada,Madya Stadium wynqshsqyc,13,19
Grada Negra Sector,Madya Stadium wynqshsqyc,21,85
Grada Verde Sector,Madya Stadium wynqshsqyc,8,43
Grada Blanca Grada,Malone Stadium hffcjkmdct,41,26
Grada Amarilla Sector,Malone Stadium hffcjkmdct,23,26
Grada Oeste Grada,Malone Stadium hffcjkmdct,37,38
Grada Verde Sector,Malvinas Argentinas jhbzihgnwt,18,91
Grada Negra Sector,Malvinas Argentinas warcgzlakt,21,55
Grada Este Sector,Malvinas Argentinas warcgzlakt,11,36
Grada Amarilla Sector,Marlins Park gcvnhmtpev,49,51
Grada Norte Grada,Marlins Park gcvnhmtpev,45,41
Grada Oeste Grada,Marlins Park ikrbaaugww,36,73
Grada Verde Grada,Marlins Park ikrbaaugww,35,40
Grada Negra Zona,Marlins Park ikrbaaugww,38,24
Grada Azul Zona,Marlins Park ngkoijtkqy,25,65
Grada Blanca Sector,Marlins Park odfrjabaxx,30,95
Grada Roja Sector,Marlins Park wrhuibnmvh,13,28
Grada Este Sector,Marlins Park wrhuibnmvh,45,58
Grada Norte Grada,Marlins Park wrhuibnmvh,50,46
Grada Este Zona,Martin Stadium bvjbejvahd,10,69
Grada Norte Sector,Martin Stadium bvjbejvahd,7,94
Grada Este Grada,Martin Stadium rpubwkyoui,45,93
Grada Blanca Zona,Martin Stadium voztneuhvp,44,90
Grada Verde Tribuna,Martin Stadium voztneuhvp,38,75
Grada Este Zona,Martinsville Speedway dcqfuakanx,43,35
Grada Azul Grada,Martinsville Speedway dcqfuakanx,31,87
Grada Azul Sector,Martinsville Speedway khrmjopbyt,15,69
Grada Este Sector,Martinsville Speedway khrmjopbyt,6,82
Grada Roja Tribuna,Martinsville Speedway lpifzgrbqg,25,95
Grada Oeste Zona,Martinsville Speedway lpifzgrbqg,42,31
Grada Norte Sector,Mazda Stadium etohgnwdxg,9,22
Grada Azul Sector,Mazda Stadium etohgnwdxg,32,64
Grada Roja Sector,Mazda Stadium etohgnwdxg,17,10
Grada Sur Sector,Mazda Stadium oobmaxqgeq,7,10
Grada Azul Grada,Mazda Stadium oobmaxqgeq,43,37
Grada Negra Sector,Mazda Stadium ouiamfujhe,43,22
Grada Oeste Sector,Mbombela Stadium eyollqdjbq,14,67
Grada Azul Grada,Mbombela Stadium eyollqdjbq,31,29
Grada Azul Sector,Mbombela Stadium jaqyvccmxs,23,53
Grada Oeste Sector,Mbombela Stadium jaqyvccmxs,33,33
Grada Negra Grada,Mbombela Stadium jaqyvccmxs,4,30
Grada Azul Sector,Mbombela Stadium ssezoiiawv,35,57
Grada Este Grada,Mbombela Stadium ssezoiiawv,5,38
Grada Roja Sector,McHale Park bukanqhngl,46,84
Grada Norte Sector,McHale Park bukanqhngl,8,71
Grada Verde Grada,McHale Park nfjvokbkte,16,74
Grada Azul Sector,McHale Park nfjvokbkte,38,95
Grada Blanca Tribuna,McHale Park nfjvokbkte,40,23
Grada Sur Sector,McMahon Stadium bqqwiyoqph,13,85
Grada Verde Sector,McMahon Stadium bqqwiyoqph,8,46
Grada Azul Sector,McMahon Stadium bqqwiyoqph,6,55
Grada Azul Sector,McMahon Stadium vttnomzegs,38,100
Grada Roja Tribuna,Melbourne Cricket Ground cmvdwuupyz,40,69
